Delta_Fz,Delta_C3,Delta_Cz,Delta_C4,Delta_Pz,Delta_PO7,Delta_Oz,Delta_PO8,Theta_Fz,Theta_C3,Theta_Cz,Theta_C4,Theta_Pz,Theta_PO7,Theta_Oz,Theta_PO8,Alpha_Fz,Alpha_C3,Alpha_Cz,Alpha_C4,Alpha_Pz,Alpha_PO7,Alpha_Oz,Alpha_PO8,Beta_Fz,Beta_C3,Beta_Cz,Beta_C4,Beta_Pz,Beta_PO7,Beta_Oz,Beta_PO8,Gamma_Fz,Gamma_C3,Gamma_Cz,Gamma_C4,Gamma_Pz,Gamma_PO7,Gamma_Oz,Gamma_PO8,ID,Fase,Condicion,ELO,Aciertos,ELO_Cat,Aciertos_Cat
-0.8232053296443296,-1.0,-0.8507879194283496,-0.9399403853148645,-1.0,-1.0,-1.0,-1.0,-0.9189372184278646,-1.0,-0.8387084921107448,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,-0.8788658678537459,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,-0.6640970523740295,-1.0,,,,,-1.0,,-0.7421810343829338,,,,,,3,DM,Ambiental,800.0,0,Malo,Malo
-0.837788144879859,-1.0,-0.8513803149011281,-0.8888636302060984,-1.0,-1.0,-1.0,-1.0,-0.9438998337209511,-1.0,-0.8192210152437611,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,-0.8480184077100996,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,-0.7037339360722654,-1.0,,,,,-1.0,,-0.7060871902474637,,,,,,3,DS,Ambiental,800.0,0,Malo,Malo
-0.8837912867926778,-0.23346824340894662,0.07971950467719655,-0.2227202441345929,0.11463722474999305,-0.0700009053922995,-0.160752828163066,0.11489210869917835,-1.0,-0.141710882071364,0.8891514373170017,0.40884880318927475,0.18644051021366737,0.15469327021166723,0.01190014424931415,0.19231589285920336,-1.0,0.0554077704448289,-0.06036570837990505,0.3474478328567104,0.0082505379757151,-0.4207056067279463,0.24022167663816635,0.2188581633474252,-1.0,0.15039977985650416,-0.030419500351959103,0.24879284815024333,-0.13961439298415573,-0.37549915058819894,-1.0,0.2642897508329286,,0.0010910875824661492,0.5355037857891576,-1.0,0.32542355333508205,-1.0,-1.0,,4,DS,Ambiental,1100.0,1,Malo,Malo
-0.7417411264609417,-0.30540388408300606,0.022205685786524598,-0.1888137994560491,0.052995987433309896,-0.10852051610788555,-0.17901620545337754,-0.14886022356243883,-1.0,-0.08378602565049625,0.6457255138500078,0.5902886978390617,-0.0651971771573319,0.19268722110951156,0.0784641682602413,-0.0749728610301878,-1.0,0.01648606353564825,-0.20769952694840899,0.4010395129619865,0.06441478877250656,-0.28667833791539843,-0.403152145960276,-0.048964274072710604,-1.0,-0.0372971161845752,-0.0810110765047746,0.5750693233589639,-0.1533615156231296,0.09182159213024765,-1.0,-1.0,,-0.00862038294242815,0.6365487202593825,1.886217071244813,0.2842295360460264,-1.0,-1.0,,4,DM,Ambiental,1100.0,1,Malo,Malo
-0.29080288239368385,-0.2909291449715069,-0.1836157748737054,-0.22860533514334686,-0.0942500746808344,-0.13206098159788535,-0.1496415951959433,-0.04434491154741385,-1.0,-0.1704412390658639,0.7966520112187407,0.5728847179853108,-0.2805646950303823,0.20770019386185104,0.0619490777314232,0.46218796801691364,-1.0,-0.09230315851986196,-0.2791170122063876,1.232841001815797,-0.21078496514844358,-0.308102347700535,-0.4242935179549535,-5.234425540295005e-05,-1.0,-0.0054042424133833,-0.4643210056888291,1.4109246385612553,-0.22834469767927135,0.4535638841718186,-1.0,-1.0,,-0.0851415605686705,0.02113853364041205,5.483347167549756,0.40881614060732496,0.32918019589715064,-1.0,,4,FS,Ambiental,1100.0,1,Malo,Malo
-0.06911670675219346,-0.26474784288735187,-0.1513253666681775,-0.17377738543085955,-0.07445581619989916,-0.18026284100631695,-0.12735078581547066,0.011345360621037151,-1.0,-0.2281245238294717,0.6035988771771603,0.704470565749219,-0.3140656461294463,0.17720650095758128,0.1215176563667976,0.2800274043234182,-1.0,-0.24188216353470143,-0.14773454452535426,1.3629774236980756,-0.15568889106572376,-0.19974896303940634,-0.0984100113723346,0.1243067930333924,-1.0,-0.07600342356581445,-0.015830098871138003,1.9865639852692158,-0.299791777638881,0.7452694614497166,-0.5165800402941298,-1.0,,0.24759081590227272,0.8290674619121445,5.62167360516349,0.5054966126464442,0.3849696861113924,-1.0,,4,FM,Ambiental,1100.0,1,Malo,Malo
-0.04621077712340395,-0.06855015137398354,-0.0837741656301438,-0.0186352581649824,-0.1296154344232792,-0.0137739992029523,0.13707086995144874,-0.19612644192001916,-0.15883154781983844,-0.18821272231650849,-0.039793785560029146,-0.1626801527592842,-0.2744755244702973,-0.07975542529558355,-0.33116153796894,-0.17612317946230635,-0.21450353706698394,-0.16089037791922678,-0.038258101471252505,-0.24852118402701334,0.0324164226004087,-0.2571743825657502,-0.38966993225747254,-0.047050209952116,0.2276532823703411,-0.08861889364264079,-0.26914386401617035,0.1486282276446462,-0.4402606086963007,0.13352541138231988,-0.27976379083059705,-0.18469904579882798,-0.1978760410622704,-0.35118298985577523,-1.0,-0.33135576730661254,-0.35576110701214103,0.2625977276693125,-1.0,-0.4745472537279827,5,FS,Ambiental,1100.0,1,Malo,Malo
-0.18472222187136283,-0.1360169326272375,-0.1260915284977589,-0.10412648812321701,-0.1904677427590783,-0.01786706181795365,0.013725666032615,-0.12461951063314605,-0.1098897312904807,-0.23613087502878063,-0.12752941446595234,-0.08892828049503355,-0.4629680990770302,-0.2209065032878835,-0.271751528519385,-0.04535293483793005,-0.10081324860694645,-0.2277356169069748,0.0510519346140199,-0.24726508901037209,-0.3238154447730205,-0.20000284339757723,-0.46438692304247736,0.12851969023299387,0.1993627078265786,-0.19924308247781009,-0.29450167893828494,0.1126597683182855,-0.5452709776413591,-0.08294106061211856,-0.43945723030446004,-0.16409008123321975,-0.31128365394749025,0.19218348489051823,-1.0,0.25603809708670466,-1.0,-1.0,-1.0,-0.5755061678362652,5,DM,Ambiental,1100.0,1,Malo,Malo
-0.2127898893343601,-0.10151505296193611,-0.12630919772291038,-0.23924249211104995,-0.24334029883087505,0.0132648809397143,0.0125712850237375,-0.10253546413981215,-0.3217997546504432,-0.16852149203383476,-0.14577317337097123,-0.11164585040006333,-0.4820267920599073,-0.22767661988857904,-0.25147891124219884,-0.2325956909843372,-0.3140657573968689,-0.0702947218243232,0.09149007207716556,-0.27174980601052884,-0.26695792667515267,-0.1234096845578944,-0.46459127412428614,-0.05430724160140605,0.1269316978302977,-0.09293024258441879,-0.13183728311733,0.38938813291085805,-0.48395893290027586,-0.06639822564206035,-0.3535805134020752,-0.188599229945095,0.0432560701320386,0.1794064465445695,-0.0741415331283512,0.2315612847996174,-1.0,-1.0,-1.0,-1.0,5,DS,Ambiental,1100.0,1,Malo,Malo
-0.19107569391518442,-0.16890207665760582,-0.1207503739989859,-0.20343883931870949,-0.26893284446647503,-0.13140270551875266,-0.058960285936228596,-0.2080006254668417,-0.23766757637229555,-0.31721168157815693,-0.178425191071387,-0.1148998416205749,-0.5032224541058103,-0.2332869324208002,-0.37689291047550044,-0.154834474555045,-0.25433189833169056,-0.12186416748982701,0.060288725150630704,-0.33052618057713024,-0.39158686775765106,-0.27390004332919293,-0.4320696713269548,-0.05691990222506875,-0.12254845621591834,-0.18275834963189125,-0.1386201837111168,0.22500037256553712,-0.14529201097660688,-0.17258499776437114,-0.17281084233618393,-0.243694238754253,-0.12331712505578524,0.38154804615109816,-0.2656031083178575,0.5531606608637691,-1.0,0.20965386098217298,-1.0,-0.582726513660613,5,FM,Ambiental,1100.0,1,Malo,Malo
-0.0136794395818824,-0.01479032042837085,0.0026400961124447,0.0961721582030327,-0.09869302277324235,0.0321482877993535,0.0009215073604078002,-0.18867891198600825,-0.0406386481641808,-0.1493507986183477,-0.18608354924784395,,-0.018531326586312402,-0.27394817599701193,-0.026842595386564,-0.16900657632676636,0.13233174363377345,-0.1803175801809785,-0.1396422593947652,,0.5220731054942844,-0.23297700124616486,0.6948331802438203,0.4767554902374802,-1.0,-0.16462987354585257,-0.29331216070399047,,-1.0,-0.4186364811514141,-1.0,-1.0,-1.0,-0.2257982353604746,-0.32255576066335756,,,,-1.0,,6,FM,Ambiental,1580.0,2,Bueno,Bueno
-0.041014414517521705,-0.0695421749605882,-0.0324059858682542,0.3471496728321549,-0.2014120180736648,0.0637303288785004,-0.0606875561323172,-0.1012678405400209,-0.0738030781257341,-0.0256354751896128,-0.24216419576708395,,0.42985752608186434,-0.27661391485800074,-0.14656173568166214,-0.2307862363209281,0.27307967323644905,-0.17798332270736178,-0.04750294821053465,,0.5582040055423904,-0.15679292977233017,-0.0162681116500282,-0.25725834877228543,-0.3025243687169939,-0.2332010000687091,-0.21287993066446392,,-0.3114452168286525,0.09435032517282349,0.2908615276868137,-1.0,-1.0,-0.187004625946679,-0.13618494473206685,,,,-1.0,,6,DS,Ambiental,1580.0,2,Bueno,Bueno
-0.1595683954367289,-0.14193321937505188,-0.0383710595222434,0.3008004694701337,-0.22547073610159896,0.01649023901477535,-0.1071054508959851,-0.1677586325496634,-0.2237684834907138,-0.26149879514888386,-0.1804894640541174,,0.05160964869629195,-0.33104536480309477,0.02128622960937995,0.0753717445101318,-0.2051450847712043,-0.27367909495222426,-0.37770764994072314,,-0.05364839250669415,-0.2886833108004212,0.1754215146558572,0.5623350481223522,-1.0,-0.37886389843880963,-0.44052595166491754,,-1.0,-0.30117226017870496,-1.0,-1.0,-1.0,-0.27250869769520314,-1.0,,,,-1.0,,6,DM,Ambiental,1580.0,2,Bueno,Bueno
-0.08589321942732439,-0.09340106127347544,-0.07731724928802661,-0.5150966802433785,-0.11894302628454635,-0.04238979556014985,-0.12734580878103358,-0.07040460146720845,-0.24518453326806072,-0.23651855903814825,-0.3501495930314456,,0.19469270928732557,-0.33959140903720475,-0.08572650728203285,-0.09452636455909916,-0.3162029272855592,-0.3121730859176354,-0.40028907032222344,,0.5479162693778306,-0.42031739671297585,0.2560273952681273,-0.28917018767887276,-1.0,-0.29719525045014783,-0.39443091996417495,,-0.39818136589532827,-0.30764976677541567,0.23662528614268552,-1.0,-1.0,-0.26026320643473777,-1.0,,,,-1.0,,6,FS,Ambiental,1580.0,2,Bueno,Bueno
0.7370741171192221,0.08072930157606205,0.112224840361431,-0.06415507793445391,-0.180058022538652,0.2725260630731023,1.2389430513940227,0.0270417620844934,1.4084776734012108,0.16585599927414216,0.2204326186207951,0.0830404765140831,0.44235563899655245,2.3362312064282524,0.3721878354713447,0.709072356560549,6.53840762637533,0.41807737830251,1.489817527238281,0.5379938885560289,1.6468812595677864,,,3.380005936012033,5.812036893623948,0.9579203096201803,0.3402867693689119,0.6705901963455438,6.806773024764757,14.60138235295771,,16.433166756821713,,0.6105793722987973,0.3406871429045579,0.8842142546474956,,,,,7,DS,Ambiental,1800.0,4,Bueno,Bueno
0.5107709048655609,0.14408863190410176,0.16638517894240895,-0.09905394413207505,-0.2975888398058456,0.3300264471316595,0.568639606969561,0.2551918957660647,0.9257785113998176,0.2431739424491498,0.4618758751118138,0.2464026971363511,0.30861889336908865,1.9897368276498395,1.0191742500787857,1.1031460029922036,9.666439983891541,0.37356404947757993,1.1282883082868804,0.42222506475959465,1.5431677569079367,,,1.4004520623737595,4.553459966392456,0.6604615642531843,0.24735318800622558,0.5081423782265183,6.184900663517196,4.534760262512543,,13.992684021429802,,0.6707252611661989,0.39051624239269656,0.8509543508806161,,,,,7,FS,Ambiental,1800.0,4,Bueno,Bueno
0.20807707252238894,0.01041844430103275,-0.02168468375455615,-0.16078054613365025,-0.37678124211960984,-0.053911184893711606,0.11773079352409466,-0.04934238861242285,0.8206133602236171,-0.029441013110398602,0.090289989980537,-0.015417174239211198,0.06632534864346815,1.0500624479913094,0.0740551042990729,0.18821330682056064,-1.0,-0.0336461184638045,0.7190879125587281,0.0118560231770792,0.6996902593311236,,,1.7643112791209459,-1.0,-0.027868296943576752,0.08441408733500955,0.2791340330001479,2.57738680079209,-1.0,,12.723339371512676,,0.409942606980374,0.120382502153004,-0.1949604880755628,,,,,7,DM,Ambiental,1800.0,4,Bueno,Bueno
0.1815525865668195,-0.05961586287071125,-0.09178922467963771,-0.21914966507590483,-0.4927189260805763,0.1875901750064824,0.07359756277543415,-0.1478137995847405,-0.32522817441255314,0.005811584513344299,0.23513070177741993,0.266160529259784,0.1301174240669009,0.5571075186409649,-1.0,0.6710243095219042,-1.0,0.05978731047884825,0.6315907821295089,-0.0429660462209925,0.8355158898146209,,,1.3245102762356162,-1.0,0.0862850871796317,0.5285221387282382,0.3285096059635575,2.3258182923387,4.179382690959577,,5.794548007490725,,-0.411391326443284,0.25035545562416905,-0.20736165155691527,,,,,7,FM,Ambiental,1800.0,4,Bueno,Bueno
0.507350202559923,-0.02528648127791335,0.1021982421352802,0.27625356086453096,0.3137434015815434,-0.08141775737971245,0.19057365991518516,0.413954436190916,,-0.34646370801855264,0.007101258265324899,0.11469248321299474,0.19791294906969226,0.30897482817582955,0.2240865071018242,0.9096861276422062,,0.13323984670741634,0.01371980544487485,,-1.0,0.8433444357641837,0.43852967256641817,0.25180264862414203,,-0.0940126349918848,0.07562562222572565,,-1.0,0.9477295830853663,5.58240613294697,-0.5551391463150027,,-0.0656554427174028,0.019056046610580954,,,,,,8,FM,Ambiental,1050.0,2,Malo,Bueno
0.4110493217246034,-0.3080613343256008,-0.0228714974442199,0.29246978751655506,0.24509755258208799,-0.03450061302373125,0.177152032280129,0.44235837693195523,,-0.5078521833504832,0.10985922275074514,0.6040119451182449,0.614463222079835,0.1884922009008092,0.27729097967620764,0.8734628812622869,,-0.4454159301384216,-0.0880862014128235,,-1.0,1.109593301108594,0.5785221044711261,-0.022198558149656746,,-0.5643851200574219,0.23859992172158845,,-1.0,1.6835370044938385,4.0968608669940005,-0.5861258400677078,,-0.6113583260123825,-0.14140433277941006,,,,,,8,DM,Ambiental,1050.0,2,Malo,Bueno
0.9665432035471737,-0.3649885978929007,0.09546113606830955,0.46823315744010363,0.10945267518346366,-0.11593050797345769,0.33708657811559417,0.43732469423102727,,-0.6349246989267157,0.07779967777028396,0.5744900949169021,0.4048144638863514,0.3164710160571457,0.45445316435921335,1.1356562522083538,,-0.5266019716440844,0.0681543617740113,,-1.0,1.251229400404124,1.4338355719008202,0.9423965168981561,,-0.6050472222939633,0.06191857319556621,,-1.0,2.177425347173624,4.655669644923415,0.07052204494489334,,-1.0,-0.14156470870259036,,,,,,8,FS,Ambiental,1050.0,2,Malo,Bueno
0.6247330802339343,-0.3175106175542577,0.11673527544700796,0.47150769588918817,0.0831901066888229,-0.0111533906888285,0.2948908446295532,0.3901645021404587,,-0.6259737684568134,0.14963568119832715,2.794379400328318,0.11805210885802045,0.5468499562167413,0.3581303739054943,1.1731245205334397,,-0.6741136910405745,0.13609429475830148,,-1.0,1.3874737839429243,0.7923763916741748,0.8861388821053846,,-0.7858125097728457,0.2897868815346701,,-1.0,2.481903303286079,8.255209721763013,-0.11543178600467849,,-0.7966886630592453,0.2462504028053632,,,,,,8,DS,Ambiental,1050.0,2,Malo,Bueno
0.335139666833767,-0.08767883253534525,-0.03333863047993125,0.003305470170500549,-0.09096801891506685,-0.09234357412896385,0.02604542076258545,1.1479625753818217,-1.0,-0.15112009511429605,0.0805935935917646,0.019616583802716154,-0.030362895233307548,2.5870579511375755,-0.024606466254241448,-1.0,,-0.2244364867051255,-0.5673054310413135,-0.4465605876067399,-0.18996701299068605,-1.0,0.09357324551499785,,,-0.33429298250899553,-0.0161373839676573,-0.14520644304220545,-0.1752701842501952,,-0.2840557932491727,,,-1.0,-0.423984719643964,-1.0,0.5624891276658709,,-0.6918130601581405,,10,DM,Ambiental,1200.0,0,Bueno,Malo
0.26120958179009357,-0.06720267124222945,-0.0448910578576189,0.02016234078723755,0.016896563790465502,-0.10693727019706806,0.04143625224525215,0.47914794421437806,-1.0,-0.1720689567830878,-0.11682391118762811,0.17665485025748712,-0.0597490220186141,1.8077214494988478,-0.12197753677678835,-1.0,,-0.3786102932334099,-0.5497101789975661,-0.1458411956906639,-0.30045803106818986,-1.0,0.23190814315793548,,,-0.5073319697820644,-0.4320340554074878,-0.813410167582018,-0.2184214010129535,,-0.5954808750783327,,,-1.0,-1.0,-1.0,0.05872570368881305,,-0.6330263890432096,,10,FM,Ambiental,1200.0,0,Bueno,Malo
0.14164850416462654,-0.046663727895952,0.017956901374848303,-0.09492229058629456,0.07923862088209335,-0.21100862855383457,0.09290138443351109,0.49458246887396384,-1.0,-0.3929238828313599,0.2806946701146116,0.029954740446340604,-0.1921361615421249,1.7221712131038174,0.07548589695861735,-1.0,,-0.4030548662973702,-0.5542229287606076,-0.44936211703398843,-0.3822654598764478,-1.0,-0.1470102758904607,,,-0.4911885279955037,-1.0,-0.6270370712739539,-0.38993809754595343,,-0.59056663900678,,,-1.0,-1.0,-1.0,0.2461731978268148,,-0.6530513965986192,,10,DS,Ambiental,1200.0,0,Bueno,Malo
0.06450328530332694,0.0045660056420075,0.10638530616777825,0.053852441318807495,0.0352727015164982,-0.1135814907963995,0.15377667134239195,0.5861990891339837,-1.0,-0.2225189964008791,0.0828425094442447,0.0831936770149465,0.0247175774562692,1.4696477138357449,0.04831019293560935,-1.0,,-0.4135866986869625,-0.5557154988904381,-0.5056095301108725,-0.17643944765753838,-1.0,-0.22234136657198644,,,-0.6881801977299331,-0.4881975738260241,-0.5631278085039212,-0.1289250842938219,,-0.6505078934370998,,,-1.0,-1.0,-1.0,0.5857463845026502,,-0.7118265706258255,,10,FS,Ambiental,1200.0,0,Bueno,Malo
-0.18326533902396808,0.06605330923007291,0.0243438999310606,-0.011484612449505001,0.006386241597813149,0.11629792034056105,-0.06782566357403025,0.14284547225627114,0.18872837316614544,-0.11334838423605789,-0.1711965105211766,-0.359229904720885,0.15262670088716923,-0.17938399003889394,-0.1432742727691588,-0.11770484212050095,-0.6231079509506174,-0.2810180664962691,0.3356030429729185,-0.19956634239199536,-0.3789138830340615,0.31744139463767473,-0.03666026257861825,-0.05903385116989125,-1.0,-0.27243371768162766,-0.1188246865017944,-0.3536731282540575,-0.02274909766976875,-1.0,-0.1525535130139582,0.17773170373779534,-1.0,0.0164840931601918,0.35124083917362714,-0.5131193331363484,-0.12919031847214527,,,,12,DM,Blanco,1000.0,1,Malo,Malo
-0.02630828186946045,-0.0401655508515084,-0.0877408004298054,-0.09900839099374906,-0.03360738172173825,0.22461374404135526,-0.1918795588368048,-0.053739228192783,0.02923574271779855,-0.1548484917664812,-0.19669302332800795,-0.264792736541572,-0.10077179629576954,-0.43444332492580484,0.11697138443597896,-0.0975964281731866,-0.578459174168622,-0.33334549696798116,0.13240265505582885,-0.31968363332291694,-0.20460503550193396,-0.3615429082502454,-0.5008636775865619,-0.3243738203587005,-1.0,-0.30181841031257883,0.035250085311658554,-0.3399768411524924,0.19294429321279966,-1.0,-0.2292825970689769,0.30276919014149645,-1.0,0.3629713585399153,0.1559991466363866,-0.544790954428999,-0.3121088067830512,,,,12,DS,Blanco,1000.0,1,Malo,Malo
0.08545332549437576,-0.06531477624811324,-0.12134638988014626,-0.156876157209478,-0.14057708587308235,0.35860277249347683,-0.118228032568095,0.01225257505154215,-0.18045868171095047,-0.10380983701897706,-0.42006176207315415,-0.28743722556835305,-0.2154906620304199,-0.3388065175366755,-0.14781378203342171,-0.1974197465985298,-0.5835353898270002,-0.3860866253323644,-0.1571703738033124,-0.1562108531380799,-0.35696393753625755,-0.3869572373922141,-0.5895299728816079,-0.3966405004482848,-1.0,-0.10305016652304246,-0.03324890106160875,-0.6894105110794968,0.07643723772607125,-1.0,-1.0,0.26235504374993013,-1.0,0.22708012814003264,-0.11077635366296504,-1.0,-0.45188414587516224,,,,12,FM,Blanco,1000.0,1,Malo,Malo
